URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.inera.se/ig/careteam/CodeSystem/typ-av-careteam-cs,0.9,active,,TypAvCareTeamCS,Typ av CareTeam,"Kodverk som anger vilken typ av CareTeam som avses, till exempel fast kontakt eller vårdteam.",
https://terminologitjansten.inera.se/inera-kodverksforvaltning/kodverk/kv_typ_av_fast_kontakt,0.9,active,"1.2.752.129.5.1.69",TypAvFastKontaktCS,Typ av fast kontakt,"Typ av fast kontakt, dvs en specifik, namngiven person inom vården eller socialtjänsten som har ett ansvar för att ge trygghet, kontinuitet och samordning för en patient eller enskild person. Begreppet är framför allt reglerat i lag och syftar till att patienten/den enskilde vet vem hen ska vända sig till, samt att vården och insatserna blir mer samordnade och individuella.",
